0.0,284.0
1.0,1628.0
2.0,2496.0
3.0,3135.0
4.0,3398.0
5.0,3749.0
6.0,3726.0
7.0,3825.0
8.0,4060.0
9.0,4068.0
10.0,4082.0
11.0,3909.0
12.0,3927.0
13.0,3830.0
14.0,3690.0
15.0,3610.0
16.0,3476.0
17.0,3225.0
18.0,3139.0
19.0,3026.0
20.0,2912.0
21.0,2850.0
22.0,2735.0
23.0,2783.0
24.0,2636.0
25.0,2598.0
26.0,2462.0
27.0,2360.0
28.0,2305.0
29.0,2134.0
30.0,2174.0
31.0,2048.0
32.0,1966.0
33.0,1883.0
34.0,1889.0
35.0,1788.0
36.0,1722.0
37.0,1657.0
38.0,1664.0
39.0,1558.0
40.0,1394.0
41.0,1487.0
42.0,1331.0
43.0,1329.0
44.0,1317.0
45.0,1169.0
46.0,1168.0
47.0,1132.0
48.0,1097.0
49.0,1054.0
50.0,959.0
51.0,964.0
52.0,916.0
53.0,902.0
54.0,897.0
55.0,879.0
56.0,815.0
57.0,806.0
58.0,766.0
59.0,686.0
60.0,752.0
61.0,696.0
62.0,687.0
63.0,645.0
64.0,627.0
65.0,665.0
66.0,624.0
67.0,584.0
68.0,578.0
69.0,528.0
70.0,560.0
71.0,567.0
72.0,507.0
73.0,540.0
74.0,498.0
75.0,528.0
76.0,454.0
77.0,426.0
78.0,433.0
79.0,427.0
80.0,387.0
81.0,415.0
82.0,382.0
83.0,378.0
84.0,368.0
85.0,358.0
86.0,330.0
87.0,317.0
88.0,339.0
89.0,332.0
90.0,317.0
91.0,299.0
92.0,269.0
93.0,290.0
94.0,309.0
95.0,272.0
96.0,289.0
97.0,262.0
98.0,264.0
99.0,258.0
100.0,246.0
101.0,242.0
102.0,268.0
103.0,241.0
104.0,226.0
105.0,215.0
106.0,227.0
107.0,224.0
108.0,224.0
109.0,203.0
110.0,205.0
111.0,181.0
112.0,207.0
113.0,214.0
114.0,189.0
115.0,184.0
116.0,186.0
117.0,195.0
118.0,170.0
119.0,169.0
120.0,175.0
121.0,158.0
122.0,160.0
123.0,162.0
124.0,147.0
125.0,160.0
126.0,167.0
127.0,127.0
128.0,125.0
129.0,133.0
130.0,122.0
131.0,127.0
132.0,156.0
133.0,128.0
134.0,125.0
135.0,124.0
136.0,110.0
137.0,144.0
138.0,121.0
139.0,123.0
140.0,135.0
141.0,113.0
142.0,113.0
143.0,108.0
144.0,114.0
145.0,115.0
146.0,105.0
147.0,105.0
148.0,98.0
149.0,102.0
150.0,88.0
151.0,96.0
152.0,92.0
153.0,97.0
154.0,90.0
155.0,100.0
156.0,84.0
157.0,92.0
158.0,88.0
159.0,87.0
160.0,91.0
161.0,80.0
162.0,93.0
163.0,80.0
164.0,96.0
165.0,68.0
166.0,66.0
167.0,73.0
168.0,70.0
169.0,69.0
170.0,62.0
171.0,68.0
172.0,70.0
173.0,72.0
174.0,64.0
175.0,80.0
176.0,72.0
177.0,69.0
178.0,59.0
179.0,74.0
180.0,50.0
181.0,59.0
182.0,55.0
183.0,66.0
184.0,58.0
185.0,59.0
186.0,60.0
187.0,50.0
188.0,63.0
189.0,57.0
190.0,63.0
191.0,58.0
192.0,69.0
193.0,56.0
194.0,53.0
195.0,58.0
196.0,50.0
197.0,51.0
198.0,45.0
199.0,71.0
200.0,55.0
201.0,53.0
202.0,59.0
203.0,44.0
204.0,44.0
205.0,47.0
206.0,50.0
207.0,57.0
208.0,48.0
209.0,53.0
210.0,39.0
211.0,49.0
212.0,55.0
213.0,38.0
214.0,41.0
215.0,46.0
216.0,44.0
217.0,38.0
218.0,39.0
219.0,55.0
220.0,51.0
221.0,55.0
222.0,45.0
223.0,34.0
224.0,39.0
225.0,37.0
226.0,39.0
227.0,40.0
228.0,39.0
229.0,30.0
230.0,56.0
231.0,30.0
232.0,33.0
233.0,32.0
234.0,38.0
235.0,39.0
236.0,34.0
237.0,32.0
238.0,37.0
239.0,39.0
240.0,28.0
241.0,26.0
242.0,35.0
243.0,25.0
244.0,33.0
245.0,36.0
246.0,36.0
247.0,28.0
248.0,23.0
249.0,38.0
250.0,23.0
251.0,23.0
252.0,30.0
253.0,25.0
254.0,24.0
255.0,30.0
256.0,28.0
257.0,15.0
258.0,24.0
259.0,22.0
260.0,32.0
261.0,21.0
262.0,21.0
263.0,27.0
264.0,25.0
265.0,17.0
266.0,22.0
267.0,11.0
268.0,21.0
269.0,24.0
270.0,20.0
271.0,31.0
272.0,25.0
273.0,18.0
274.0,15.0
275.0,18.0
276.0,14.0
277.0,13.0
278.0,16.0
279.0,19.0
280.0,16.0
281.0,17.0
282.0,13.0
283.0,18.0
284.0,17.0
285.0,18.0
286.0,13.0
287.0,15.0
288.0,14.0
289.0,12.0
290.0,17.0
291.0,15.0
292.0,10.0
293.0,15.0
294.0,8.0
295.0,13.0
296.0,13.0
297.0,11.0
298.0,17.0
299.0,6.0
300.0,13.0
301.0,6.0
302.0,7.0
303.0,7.0
304.0,9.0
305.0,4.0
306.0,11.0
307.0,11.0
308.0,11.0
309.0,11.0
310.0,5.0
311.0,8.0
312.0,10.0
313.0,11.0
314.0,8.0
315.0,13.0
316.0,12.0
317.0,6.0
318.0,7.0
319.0,5.0
320.0,2.0
321.0,2.0
322.0,5.0
323.0,6.0
324.0,8.0
325.0,8.0
326.0,11.0
327.0,4.0
328.0,8.0
329.0,2.0
330.0,7.0
331.0,1.0
332.0,5.0
333.0,6.0
334.0,6.0
335.0,7.0
336.0,5.0
337.0,8.0
338.0,2.0
339.0,4.0
340.0,3.0
341.0,1.0
342.0,4.0
343.0,3.0
344.0,3.0
345.0,2.0
346.0,4.0
347.0,5.0
348.0,6.0
349.0,2.0
350.0,1.0
351.0,3.0
352.0,6.0
353.0,3.0
354.0,6.0
355.0,3.0
356.0,4.0
357.0,3.0
358.0,2.0
359.0,1.0
360.0,2.0
361.0,2.0
362.0,2.0
363.0,1.0
364.0,2.0
365.0,2.0
366.0,7.0
367.0,1.0
368.0,2.0
371.0,1.0
372.0,3.0
373.0,3.0
374.0,3.0
375.0,5.0
376.0,5.0
377.0,3.0
378.0,1.0
379.0,1.0
380.0,1.0
381.0,4.0
382.0,3.0
383.0,3.0
385.0,2.0
386.0,4.0
388.0,1.0
389.0,1.0
391.0,1.0
392.0,1.0
393.0,1.0
394.0,1.0
395.0,2.0
396.0,2.0
397.0,2.0
398.0,1.0
399.0,3.0
401.0,2.0
402.0,2.0
403.0,1.0
405.0,1.0
406.0,2.0
408.0,1.0
410.0,2.0
415.0,1.0
416.0,1.0
417.0,1.0
418.0,1.0
419.0,1.0
421.0,2.0
422.0,2.0
423.0,1.0
425.0,2.0
427.0,1.0
428.0,2.0
430.0,1.0
431.0,1.0
432.0,1.0
433.0,2.0
439.0,1.0
441.0,2.0
442.0,2.0
443.0,1.0
444.0,1.0
445.0,1.0
449.0,1.0
450.0,2.0
452.0,1.0
457.0,1.0
458.0,1.0
460.0,1.0
461.0,2.0
465.0,1.0
466.0,1.0
467.0,1.0
468.0,1.0
475.0,1.0
476.0,1.0
479.0,1.0
481.0,1.0
487.0,1.0
488.0,1.0
490.0,2.0
491.0,1.0
496.0,1.0
501.0,1.0
513.0,1.0
526.0,1.0
528.0,1.0
532.0,1.0
536.0,2.0
539.0,1.0
545.0,1.0
568.0,1.0
573.0,1.0
574.0,1.0
579.0,1.0
617.0,1.0
725.0,2.0
793.0,2.0
797.0,1.0
802.0,1.0
809.0,1.0
