0.0,5377.0
1.0,11681.0
2.0,10952.0
3.0,9130.0
4.0,7895.0
5.0,6044.0
6.0,5512.0
7.0,5386.0
8.0,4958.0
9.0,4233.0
10.0,3898.0
11.0,3480.0
12.0,3152.0
13.0,2994.0
14.0,3117.0
15.0,2899.0
16.0,2702.0
17.0,2319.0
18.0,2287.0
19.0,2287.0
20.0,2357.0
21.0,2350.0
22.0,2343.0
23.0,2037.0
24.0,2094.0
25.0,1923.0
26.0,1705.0
27.0,1570.0
28.0,1373.0
29.0,1260.0
30.0,1109.0
31.0,1001.0
32.0,948.0
33.0,848.0
34.0,787.0
35.0,787.0
36.0,754.0
37.0,643.0
38.0,673.0
39.0,662.0
40.0,631.0
41.0,584.0
42.0,528.0
43.0,559.0
44.0,553.0
45.0,544.0
46.0,529.0
47.0,535.0
48.0,515.0
49.0,541.0
50.0,507.0
51.0,477.0
52.0,460.0
53.0,479.0
54.0,474.0
55.0,412.0
56.0,445.0
57.0,451.0
58.0,461.0
59.0,392.0
60.0,350.0
61.0,402.0
62.0,357.0
63.0,350.0
64.0,335.0
65.0,333.0
66.0,342.0
67.0,309.0
68.0,288.0
69.0,239.0
70.0,244.0
71.0,264.0
72.0,269.0
73.0,255.0
74.0,259.0
75.0,284.0
76.0,278.0
77.0,281.0
78.0,313.0
79.0,279.0
80.0,330.0
81.0,339.0
82.0,294.0
83.0,307.0
84.0,277.0
85.0,244.0
86.0,282.0
87.0,219.0
88.0,231.0
89.0,218.0
90.0,243.0
91.0,239.0
92.0,220.0
93.0,205.0
94.0,214.0
95.0,216.0
96.0,241.0
97.0,197.0
98.0,215.0
99.0,236.0
100.0,227.0
101.0,190.0
102.0,163.0
103.0,155.0
104.0,179.0
105.0,170.0
106.0,177.0
107.0,156.0
108.0,146.0
109.0,158.0
110.0,131.0
111.0,151.0
112.0,142.0
113.0,130.0
114.0,142.0
115.0,134.0
116.0,153.0
117.0,128.0
118.0,116.0
119.0,116.0
120.0,106.0
121.0,115.0
122.0,112.0
123.0,103.0
124.0,106.0
125.0,114.0
126.0,115.0
127.0,89.0
128.0,99.0
129.0,110.0
130.0,96.0
131.0,94.0
132.0,108.0
133.0,91.0
134.0,104.0
135.0,91.0
136.0,92.0
137.0,93.0
138.0,84.0
139.0,59.0
140.0,78.0
141.0,75.0
142.0,90.0
143.0,84.0
144.0,96.0
145.0,101.0
146.0,87.0
147.0,94.0
148.0,79.0
149.0,90.0
150.0,79.0
151.0,84.0
152.0,85.0
153.0,79.0
154.0,90.0
155.0,86.0
156.0,82.0
157.0,77.0
158.0,107.0
159.0,96.0
160.0,98.0
161.0,97.0
162.0,83.0
163.0,88.0
164.0,81.0
165.0,85.0
166.0,59.0
167.0,75.0
168.0,82.0
169.0,83.0
170.0,65.0
171.0,77.0
172.0,67.0
173.0,72.0
174.0,76.0
175.0,73.0
176.0,59.0
177.0,68.0
178.0,65.0
179.0,64.0
180.0,72.0
181.0,61.0
182.0,60.0
183.0,53.0
184.0,58.0
185.0,61.0
186.0,62.0
187.0,43.0
188.0,62.0
189.0,52.0
190.0,52.0
191.0,51.0
192.0,53.0
193.0,50.0
194.0,40.0
195.0,54.0
196.0,54.0
197.0,44.0
198.0,68.0
199.0,71.0
200.0,61.0
201.0,58.0
202.0,44.0
203.0,65.0
204.0,64.0
205.0,40.0
206.0,35.0
207.0,49.0
208.0,49.0
209.0,59.0
210.0,49.0
211.0,58.0
212.0,59.0
213.0,46.0
214.0,59.0
215.0,51.0
216.0,41.0
217.0,51.0
218.0,36.0
219.0,48.0
220.0,42.0
221.0,42.0
222.0,43.0
223.0,31.0
224.0,40.0
225.0,33.0
226.0,52.0
227.0,34.0
228.0,44.0
229.0,33.0
230.0,34.0
231.0,36.0
232.0,32.0
233.0,30.0
234.0,39.0
235.0,33.0
236.0,30.0
237.0,22.0
238.0,31.0
239.0,34.0
240.0,29.0
241.0,31.0
242.0,27.0
243.0,31.0
244.0,26.0
245.0,32.0
246.0,38.0
247.0,38.0
248.0,31.0
249.0,34.0
250.0,32.0
251.0,33.0
252.0,35.0
253.0,29.0
254.0,40.0
255.0,29.0
256.0,29.0
257.0,38.0
258.0,24.0
259.0,21.0
260.0,29.0
261.0,31.0
262.0,25.0
263.0,25.0
264.0,25.0
265.0,35.0
266.0,27.0
267.0,23.0
268.0,30.0
269.0,27.0
270.0,36.0
271.0,27.0
272.0,32.0
273.0,27.0
274.0,45.0
275.0,34.0
276.0,46.0
277.0,23.0
278.0,34.0
279.0,35.0
280.0,26.0
281.0,34.0
282.0,36.0
283.0,30.0
284.0,33.0
285.0,25.0
286.0,31.0
287.0,22.0
288.0,39.0
289.0,22.0
290.0,21.0
291.0,35.0
292.0,32.0
293.0,29.0
294.0,23.0
295.0,30.0
296.0,24.0
297.0,24.0
298.0,30.0
299.0,32.0
300.0,23.0
301.0,35.0
302.0,25.0
303.0,30.0
304.0,28.0
305.0,25.0
306.0,20.0
307.0,29.0
308.0,24.0
309.0,17.0
310.0,25.0
311.0,26.0
312.0,26.0
313.0,27.0
314.0,28.0
315.0,30.0
316.0,37.0
317.0,24.0
318.0,31.0
319.0,16.0
320.0,32.0
321.0,30.0
322.0,24.0
323.0,18.0
324.0,29.0
325.0,16.0
326.0,19.0
327.0,24.0
328.0,14.0
329.0,21.0
330.0,25.0
331.0,21.0
332.0,29.0
333.0,19.0
334.0,13.0
335.0,19.0
336.0,20.0
337.0,22.0
338.0,22.0
339.0,14.0
340.0,24.0
341.0,26.0
342.0,22.0
343.0,23.0
344.0,22.0
345.0,23.0
346.0,23.0
347.0,21.0
348.0,21.0
349.0,20.0
350.0,22.0
351.0,26.0
352.0,13.0
353.0,20.0
354.0,16.0
355.0,9.0
356.0,25.0
357.0,20.0
358.0,13.0
359.0,19.0
360.0,15.0
361.0,15.0
362.0,24.0
363.0,12.0
364.0,21.0
365.0,18.0
366.0,16.0
367.0,14.0
368.0,13.0
369.0,16.0
370.0,19.0
371.0,15.0
372.0,17.0
373.0,20.0
374.0,19.0
375.0,13.0
376.0,18.0
377.0,18.0
378.0,20.0
379.0,6.0
